tract,tested,BLL_geq_5,BLL_geq_10,state,year
08041006502,205,3,<3,CO,2014
08041006600,6,<3,<3,CO,2014
08041006700,23,<3,<3,CO,2014
08041006801,20,<3,<3,CO,2014
08041006802,15,<3,<3,CO,2014
08041006901,22,<3,<3,CO,2014
08041006902,16,<3,<3,CO,2014
08041007000,8,<3,<3,CO,2014
08041007101,20,<3,<3,CO,2014
08041007102,28,<3,<3,CO,2014
08041007201,14,<3,<3,CO,2014
08041007202,15,<3,<3,CO,2014
08041007300,11,<3,<3,CO,2014
08041007400,9,<3,<3,CO,2014
08041007500,9,<3,<3,CO,2014
08041007601,24,<3,<3,CO,2014
08041007602,8,<3,<3,CO,2014
08041007700,41,<3,<3,CO,2014
08041007800,11,<3,<3,CO,2014
08041007900,21,<3,<3,CO,2014
08041008000,33,<3,<3,CO,2014
08043978100,48,<3,<3,CO,2014
08043978200,74,<3,<3,CO,2014
08043978300,126,<3,<3,CO,2014
08043978400,41,<3,<3,CO,2014
08043978500,158,<3,<3,CO,2014
08043978600,84,5,<3,CO,2014
08043978800,62,3,<3,CO,2014
08043979000,18,<3,<3,CO,2014
08043979100,64,<3,<3,CO,2014
08043979200,8,<3,<3,CO,2014
08043979400,41,<3,<3,CO,2014
08043980100,<3,<3,<3,CO,2014
08043980200,<3,<3,<3,CO,2014
08043980300,<3,<3,<3,CO,2014
08045951600,80,<3,<3,CO,2014
08045951701,79,<3,<3,CO,2014
08045951702,94,<3,<3,CO,2014
08045951802,80,<3,<3,CO,2014
08045951803,138,<3,<3,CO,2014
08045951804,51,<3,<3,CO,2014
08045951901,89,<3,<3,CO,2014
08045951902,124,3,<3,CO,2014
08045952001,106,<3,<3,CO,2014
08045952002,157,<3,<3,CO,2014
08045952100,77,<3,<3,CO,2014
08047013800,35,<3,<3,CO,2014
08049000100,8,<3,<3,CO,2014
08049000201,3,<3,<3,CO,2014
08049000202,15,<3,<3,CO,2014
08051963600,8,<3,<3,CO,2014
08051963700,14,<3,<3,CO,2014
08051963800,9,<3,<3,CO,2014
08051963900,4,<3,<3,CO,2014
08053973100,<3,<3,<3,CO,2014
08055960600,56,8,<3,CO,2014
08055960900,12,<3,<3,CO,2014
08057955600,5,<3,<3,CO,2014
08059009806,43,<3,<3,CO,2014
08059009807,24,<3,<3,CO,2014
08059009808,34,<3,<3,CO,2014
08059009815,32,<3,<3,CO,2014
08059009823,17,<3,<3,CO,2014
08059009824,31,<3,<3,CO,2014
08059009827,61,<3,<3,CO,2014
08059009828,35,<3,<3,CO,2014
08059009829,11,<3,<3,CO,2014
08059009830,22,<3,<3,CO,2014
08059009831,28,<3,<3,CO,2014
08059009832,39,<3,<3,CO,2014
08059009833,108,3,<3,CO,2014
08059009834,33,<3,<3,CO,2014
08059009835,23,<3,<3,CO,2014
08059009836,24,<3,<3,CO,2014
08059009837,21,<3,<3,CO,2014
08059009838,4,<3,<3,CO,2014
08059009839,14,<3,<3,CO,2014
08059009840,27,<3,<3,CO,2014
08059009841,24,<3,<3,CO,2014
08059009842,22,<3,<3,CO,2014
08059009843,68,<3,<3,CO,2014
08059009845,13,<3,<3,CO,2014
08059009846,11,<3,<3,CO,2014
08059009847,11,<3,<3,CO,2014
08059009848,8,<3,<3,CO,2014
08059009849,93,3,<3,CO,2014
08059009850,21,<3,<3,CO,2014
08059009851,33,<3,<3,CO,2014
08059009852,24,<3,<3,CO,2014
08059009900,29,<3,<3,CO,2014
08059010000,56,<3,<3,CO,2014
08059010100,110,4,<3,CO,2014
08059010205,15,<3,<3,CO,2014
08059010206,36,<3,<3,CO,2014
08059010208,110,4,<3,CO,2014
08059010209,132,4,<3,CO,2014
08059010210,34,<3,<3,CO,2014
08059010211,69,4,<3,CO,2014
08059010212,120,6,<3,CO,2014
08059010213,105,6,<3,CO,2014
08059010303,94,3,<3,CO,2014
08059010304,54,<3,<3,CO,2014
08059010305,123,4,<3,CO,2014
08059010306,60,3,<3,CO,2014
08059010307,128,3,<3,CO,2014
08059010308,83,4,<3,CO,2014
08059010402,188,5,<3,CO,2014
08059010403,173,6,<3,CO,2014
08059010405,86,<3,<3,CO,2014
08059010406,121,<3,<3,CO,2014
08059010502,82,<3,<3,CO,2014
08059010503,59,4,<3,CO,2014
08059010504,35,<3,<3,CO,2014
08059010603,57,<3,<3,CO,2014
08059010604,62,<3,<3,CO,2014
08059010701,84,3,<3,CO,2014
08059010702,218,9,<3,CO,2014
08059010801,60,<3,<3,CO,2014
08059010901,132,12,<3,CO,2014
08059010902,164,<3,<3,CO,2014
08059011000,184,4,<3,CO,2014
08059011100,267,5,<3,CO,2014
08059011202,173,6,<3,CO,2014
08059011300,145,6,<3,CO,2014
08059011401,135,6,<3,CO,2014
08059011402,179,13,<3,CO,2014
08059011550,393,23,<3,CO,2014
08059011601,183,5,<3,CO,2014
08059011602,459,9,<3,CO,2014
08059011701,103,<3,<3,CO,2014
08059011702,119,4,<3,CO,2014
08059011708,58,<3,<3,CO,2014
08059011709,55,4,<3,CO,2014
08059011710,66,3,<3,CO,2014
08059011711,100,4,<3,CO,2014
08059011712,23,<3,<3,CO,2014
08059011720,43,<3,<3,CO,2014
08059011721,55,<3,<3,CO,2014
08059011723,58,<3,<3,CO,2014
08059011724,43,<3,<3,CO,2014
08059011725,13,<3,<3,CO,2014
08059011726,42,<3,<3,CO,2014
08059011727,38,<3,<3,CO,2014
08059011728,31,<3,<3,CO,2014
08059011729,52,<3,<3,CO,2014
08059011730,90,3,<3,CO,2014
08059011731,48,3,<3,CO,2014
08059011732,80,<3,<3,CO,2014
08059011733,40,3,<3,CO,2014
08059011803,112,4,<3,CO,2014
08059011804,58,<3,<3,CO,2014
08059011805,115,<3,<3,CO,2014
08059011806,165,10,<3,CO,2014
08059011904,28,<3,<3,CO,2014
08059011951,53,<3,<3,CO,2014
08059012022,16,<3,<3,CO,2014
08059012023,16,<3,<3,CO,2014
08059012024,11,<3,<3,CO,2014
08059012026,12,<3,<3,CO,2014
08059012027,13,<3,<3,CO,2014
08059012030,14,<3,<3,CO,2014
08059012031,10,<3,<3,CO,2014
08059012032,6,<3,<3,CO,2014
08059012033,4,<3,<3,CO,2014
08059012034,7,<3,<3,CO,2014
08059012035,9,<3,<3,CO,2014
08059012036,11,<3,<3,CO,2014
08059012037,7,<3,<3,CO,2014
08059012038,24,<3,<3,CO,2014
08059012039,48,<3,<3,CO,2014
08059012041,37,<3,<3,CO,2014
08059012042,21,3,<3,CO,2014
08059012043,28,<3,<3,CO,2014
08059012044,27,<3,<3,CO,2014
08059012045,27,<3,<3,CO,2014
08059012046,14,<3,<3,CO,2014
08059012047,34,<3,<3,CO,2014
08059012048,11,<3,<3,CO,2014
08059012049,19,<3,<3,CO,2014
08059012050,12,<3,<3,CO,2014
08059012051,18,<3,<3,CO,2014
08059012052,41,4,<3,CO,2014
08059012053,17,<3,<3,CO,2014
08059012054,8,<3,<3,CO,2014
08059012055,16,<3,<3,CO,2014
08059012057,29,<3,<3,CO,2014
08059012058,6,<3,<3,CO,2014
08059012059,14,<3,<3,CO,2014
08059012060,17,<3,<3,CO,2014
08059015800,94,<3,<3,CO,2014
08059015900,63,<3,<3,CO,2014
08059060300,31,<3,<3,CO,2014
08059060400,28,<3,<3,CO,2014
08059060500,34,<3,<3,CO,2014
08059980000,<3,<3,<3,CO,2014
08059980400,<3,<3,<3,CO,2014
08061960100,7,<3,<3,CO,2014
08063962100,3,<3,<3,CO,2014
08063962200,<3,<3,<3,CO,2014
08063962300,<3,<3,<3,CO,2014
08065961700,336,35,10,CO,2014
08065961900,118,4,<3,CO,2014
08067940300,93,4,<3,CO,2014
08067940400,64,<3,<3,CO,2014
08067970600,187,12,<3,CO,2014
08067970701,96,4,<3,CO,2014
08067970703,104,6,<3,CO,2014
08067970704,51,<3,<3,CO,2014
08067970800,93,5,<3,CO,2014
08067970900,68,<3,<3,CO,2014
08067971000,60,4,<3,CO,2014
08067971100,90,8,<3,CO,2014
08069000100,17,<3,<3,CO,2014
08069000201,12,<3,<3,CO,2014
08069000202,20,<3,<3,CO,2014
08069000300,10,<3,<3,CO,2014
08069000401,14,<3,<3,CO,2014
08069000402,21,<3,<3,CO,2014
08069000503,28,<3,<3,CO,2014
08069000504,6,<3,<3,CO,2014
08069000505,11,<3,<3,CO,2014
08069000506,11,<3,<3,CO,2014
08069000600,11,<3,<3,CO,2014
08069000700,11,<3,<3,CO,2014
08069000801,12,<3,<3,CO,2014
08069000802,252,5,<3,CO,2014
08069000901,29,<3,<3,CO,2014
08069000902,15,<3,<3,CO,2014
08069001003,43,<3,<3,CO,2014
08069001004,11,<3,<3,CO,2014
08069001007,19,<3,<3,CO,2014
08069001008,3,<3,<3,CO,2014
08069001009,17,<3,<3,CO,2014
08069001010,3,<3,<3,CO,2014
08069001104,33,<3,<3,CO,2014
08069001106,25,<3,<3,CO,2014
08069001107,15,<3,<3,CO,2014
08069001109,20,<3,<3,CO,2014
08069001110,16,<3,<3,CO,2014
08069001111,3,<3,<3,CO,2014
08069001112,40,<3,<3,CO,2014
08069001113,8,<3,<3,CO,2014
08069001114,4,<3,<3,CO,2014
08069001301,12,<3,<3,CO,2014
08069001304,31,<3,<3,CO,2014
08069001305,25,<3,<3,CO,2014
08069001306,44,<3,<3,CO,2014
08069001307,25,<3,<3,CO,2014
08069001308,14,<3,<3,CO,2014
08069001601,12,<3,<3,CO,2014
08069001602,12,<3,<3,CO,2014
08069001603,43,<3,<3,CO,2014
08069001605,8,<3,<3,CO,2014
08069001606,5,<3,<3,CO,2014
08069001607,7,<3,<3,CO,2014
08069001608,8,<3,<3,CO,2014
08069001704,162,6,<3,CO,2014
08069001706,101,<3,<3,CO,2014
08069001707,76,<3,<3,CO,2014
08069001708,27,<3,<3,CO,2014
08069001709,73,5,<3,CO,2014
08069001804,65,4,<3,CO,2014
08069001806,39,<3,<3,CO,2014
08069001807,64,4,<3,CO,2014
08069001808,34,<3,<3,CO,2014
08069001809,50,<3,<3,CO,2014
08069001901,75,<3,<3,CO,2014
08069001902,47,<3,<3,CO,2014
08069001903,7,<3,<3,CO,2014
08069002005,97,<3,<3,CO,2014
08069002007,45,5,<3,CO,2014
08069002008,51,<3,<3,CO,2014
08069002010,4,<3,<3,CO,2014
08069002011,22,<3,<3,CO,2014
08069002300,10,<3,<3,CO,2014
08069002401,<3,<3,<3,CO,2014
08069002402,7,<3,<3,CO,2014
08069002501,30,<3,<3,CO,2014
08069002502,55,3,<3,CO,2014
08069002503,12,<3,<3,CO,2014
08069002600,23,4,<3,CO,2014
08069002700,47,4,<3,CO,2014
08069002801,6,<3,<3,CO,2014
08069002802,13,<3,<3,CO,2014
08069002803,<3,<3,<3,CO,2014
08071000100,69,<3,<3,CO,2014
08071000200,36,<3,<3,CO,2014
08071000300,12,<3,<3,CO,2014
08071000400,27,<3,<3,CO,2014
08071000500,32,<3,<3,CO,2014
08071000800,21,<3,<3,CO,2014
08073961700,71,10,<3,CO,2014
08073961800,12,<3,<3,CO,2014
08075965900,<3,<3,<3,CO,2014
08075966000,4,<3,<3,CO,2014
08075966100,19,<3,<3,CO,2014
08075966200,6,<3,<3,CO,2014
08075966300,12,<3,<3,CO,2014
08075966400,6,<3,<3,CO,2014
08077000200,<3,<3,<3,CO,2014
08077000300,3,<3,<3,CO,2014
08077000400,<3,<3,<3,CO,2014
08077000500,<3,<3,<3,CO,2014
08077000601,<3,<3,<3,CO,2014
08077000602,<3,<3,<3,CO,2014
08077000700,5,<3,<3,CO,2014
08077000800,<3,<3,<3,CO,2014
08077000900,<3,<3,<3,CO,2014
08077001001,<3,<3,<3,CO,2014
08077001002,<3,<3,<3,CO,2014
08077001101,3,<3,<3,CO,2014
08077001102,4,<3,<3,CO,2014
08077001200,<3,<3,<3,CO,2014
08077001301,4,<3,<3,CO,2014
08077001302,<3,<3,<3,CO,2014
08077001402,3,<3,<3,CO,2014
08077001403,<3,<3,<3,CO,2014
08077001404,<3,<3,<3,CO,2014
08077001501,12,<3,<3,CO,2014
08077001502,<3,<3,<3,CO,2014
08077001600,3,<3,<3,CO,2014
08077001702,<3,<3,<3,CO,2014
08077001703,<3,<3,<3,CO,2014
08077001705,4,<3,<3,CO,2014
08077001706,4,<3,<3,CO,2014
08077001707,<3,<3,<3,CO,2014
08077001800,<3,<3,<3,CO,2014
08077001900,<3,<3,<3,CO,2014
08079973600,<3,<3,<3,CO,2014
08081000300,4,<3,<3,CO,2014
08081000400,11,<3,<3,CO,2014
08081000500,16,<3,<3,CO,2014
08081000600,3,<3,<3,CO,2014
08083941100,43,<3,<3,CO,2014
08083969000,35,<3,<3,CO,2014
08083969100,40,<3,<3,CO,2014
08083969200,22,<3,<3,CO,2014
08083969300,64,<3,<3,CO,2014
08083969400,58,<3,<3,CO,2014
08083969600,52,<3,<3,CO,2014
08085966100,12,<3,<3,CO,2014
08085966201,131,4,<3,CO,2014
08085966202,91,5,<3,CO,2014
08085966300,375,23,<3,CO,2014
08085966400,229,15,4,CO,2014
08085966501,44,<3,<3,CO,2014
08085966502,107,<3,<3,CO,2014
08085966503,127,4,<3,CO,2014
08085966601,232,11,<3,CO,2014
08085966602,81,5,<3,CO,2014
08087000100,14,<3,<3,CO,2014
08087000200,20,<3,<3,CO,2014
08087000300,35,<3,<3,CO,2014
08087000400,105,4,<3,CO,2014
08087000500,82,11,3,CO,2014
08087000600,192,8,<3,CO,2014
08087000700,208,<3,<3,CO,2014
08087000800,22,<3,<3,CO,2014
08089968000,18,<3,<3,CO,2014
08089968100,51,3,<3,CO,2014
08089968200,29,<3,<3,CO,2014
08089968300,66,<3,<3,CO,2014
08089968400,12,<3,<3,CO,2014
08089968500,9,<3,<3,CO,2014
08089968600,180,27,<3,CO,2014
08091967600,47,5,<3,CO,2014
08093000100,14,<3,<3,CO,2014
08093000200,4,<3,<3,CO,2014
08093000300,<3,<3,<3,CO,2014
08093000400,8,<3,<3,CO,2014
08093000500,<3,<3,<3,CO,2014
08095967600,16,<3,<3,CO,2014
08095967700,5,<3,<3,CO,2014
08097000100,84,4,<3,CO,2014
08097000401,14,<3,<3,CO,2014
08097000402,3,<3,<3,CO,2014
08097000500,6,<3,<3,CO,2014
08099000100,10,<3,<3,CO,2014
08099000200,43,<3,<3,CO,2014
08099000300,60,<3,<3,CO,2014
08099000600,8,<3,<3,CO,2014
08099000700,17,<3,<3,CO,2014
08101000100,30,<3,<3,CO,2014
08101000200,44,<3,<3,CO,2014
08101000300,<3,<3,<3,CO,2014
08101000400,31,4,<3,CO,2014
08101000500,24,<3,<3,CO,2014
08101000600,50,<3,<3,CO,2014
08101000800,45,<3,<3,CO,2014
08101000902,105,3,<3,CO,2014
08101000903,<3,<3,<3,CO,2014
08101000904,39,<3,<3,CO,2014
08101000905,44,<3,<3,CO,2014
08101001000,80,5,<3,CO,2014
08101001100,54,3,<3,CO,2014
08101001200,40,<3,<3,CO,2014
08101001400,21,<3,<3,CO,2014
08101001500,23,<3,<3,CO,2014
08101001600,10,<3,<3,CO,2014
08101001700,31,<3,<3,CO,2014
08101001800,33,<3,<3,CO,2014
08101001900,17,<3,<3,CO,2014
08101002000,71,9,4,CO,2014
08101002100,34,4,<3,CO,2014
08101002200,31,3,<3,CO,2014
08101002300,53,<3,<3,CO,2014
08101002400,23,<3,<3,CO,2014
08101002500,43,6,<3,CO,2014
08101002600,89,<3,<3,CO,2014
08101002700,52,<3,<3,CO,2014
08101002801,71,<3,<3,CO,2014
08101002802,30,<3,<3,CO,2014
08101002804,12,<3,<3,CO,2014
08101002806,30,<3,<3,CO,2014
08101002807,44,<3,<3,CO,2014
08101002808,12,<3,<3,CO,2014
08101002901,57,<3,<3,CO,2014
08101002903,67,<3,<3,CO,2014
08101002906,16,<3,<3,CO,2014
08101002911,14,<3,<3,CO,2014
08101002912,22,<3,<3,CO,2014
08101002913,5,<3,<3,CO,2014
08101002914,31,<3,<3,CO,2014
08101002915,18,<3,<3,CO,2014
08101002916,29,<3,<3,CO,2014
08101002917,19,<3,<3,CO,2014
08101002918,37,<3,<3,CO,2014
08101003001,40,<3,<3,CO,2014
08101003004,20,<3,<3,CO,2014
08101003103,14,<3,<3,CO,2014
08101003104,9,<3,<3,CO,2014
08101003105,15,<3,<3,CO,2014
08101003106,12,<3,<3,CO,2014
08101003200,23,<3,<3,CO,2014
08101003500,19,<3,<3,CO,2014
08101003600,33,<3,<3,CO,2014
08101980100,<3,<3,<3,CO,2014
08103951100,10,<3,<3,CO,2014
08103951200,8,<3,<3,CO,2014
08105976700,288,15,<3,CO,2014
08105976800,118,4,<3,CO,2014
08105977000,56,<3,<3,CO,2014
08107000100,3,<3,<3,CO,2014
08107000200,<3,<3,<3,CO,2014
08107000300,4,<3,<3,CO,2014
08107000400,5,<3,<3,CO,2014
08107000500,19,<3,<3,CO,2014
08107000600,7,<3,<3,CO,2014
08107000700,6,<3,<3,CO,2014
08107000800,<3,<3,<3,CO,2014
08109977600,21,<3,<3,CO,2014
08109977700,248,13,<3,CO,2014
08111972600,12,<3,<3,CO,2014
08113968101,<3,<3,<3,CO,2014
08113968102,13,<3,<3,CO,2014
08113968103,3,<3,<3,CO,2014
08113968200,13,3,<3,CO,2014
08115968300,3,<3,<3,CO,2014
08117000100,65,3,<3,CO,2014
08117000200,95,<3,<3,CO,2014
08117000300,14,<3,<3,CO,2014
08117000401,<3,<3,<3,CO,2014
08117000402,33,<3,<3,CO,2014
08119010103,18,<3,<3,CO,2014
08119010104,8,<3,<3,CO,2014
08119010105,11,<3,<3,CO,2014
08119010106,18,<3,<3,CO,2014
08119010201,5,<3,<3,CO,2014
08119010202,<3,<3,<3,CO,2014
08121924100,10,<3,<3,CO,2014
08121924200,22,<3,<3,CO,2014
08123000100,290,32,5,CO,2014
08123000200,145,8,<3,CO,2014
08123000300,<3,<3,<3,CO,2014
08123000401,100,<3,<3,CO,2014
08123000402,273,23,5,CO,2014
08123000501,449,15,<3,CO,2014
08123000502,493,48,6,CO,2014
08123000600,116,4,<3,CO,2014
08123000701,247,19,<3,CO,2014
08123000703,814,17,<3,CO,2014
08123000704,46,<3,<3,CO,2014
08123000705,43,<3,<3,CO,2014
08123000800,189,11,<3,CO,2014
08123000900,176,5,<3,CO,2014
08123001003,721,26,3,CO,2014
08123001004,555,18,<3,CO,2014
08123001005,362,8,4,CO,2014
08123001006,273,8,<3,CO,2014
08123001100,186,5,<3,CO,2014
08123001201,288,9,<3,CO,2014
08123001202,105,6,<3,CO,2014
08123001300,554,21,<3,CO,2014
08123001404,103,4,<3,CO,2014
08123001405,113,<3,<3,CO,2014
08123001406,111,<3,<3,CO,2014
08123001407,22,<3,<3,CO,2014
08123001408,37,<3,<3,CO,2014
08123001409,98,3,<3,CO,2014
08123001410,23,<3,<3,CO,2014
08123001411,31,<3,<3,CO,2014
08123001412,42,<3,<3,CO,2014
08123001413,130,<3,<3,CO,2014
08123001414,47,<3,<3,CO,2014
08123001415,55,<3,<3,CO,2014
08123001416,27,<3,<3,CO,2014
08123001417,106,<3,<3,CO,2014
08123001500,105,4,<3,CO,2014
08123001600,107,6,<3,CO,2014
08123001700,136,6,<3,CO,2014
08123001800,74,6,<3,CO,2014
08123001902,39,<3,<3,CO,2014
08123001905,25,<3,<3,CO,2014
08123001906,10,<3,<3,CO,2014
08123001907,8,<3,<3,CO,2014
08123001908,29,<3,<3,CO,2014
08123002004,26,<3,<3,CO,2014
08123002005,6,<3,<3,CO,2014
08123002006,<3,<3,<3,CO,2014
08123002007,28,<3,<3,CO,2014
08123002008,24,<3,<3,CO,2014
08123002009,11,<3,<3,CO,2014
08123002010,18,<3,<3,CO,2014
08123002011,<3,<3,<3,CO,2014
08123002012,5,<3,<3,CO,2014
08123002013,10,<3,<3,CO,2014
08123002014,6,<3,<3,CO,2014
08123002015,6,<3,<3,CO,2014
08123002016,9,<3,<3,CO,2014
08123002017,3,<3,<3,CO,2014
08123002018,4,<3,<3,CO,2014
08123002019,10,<3,<3,CO,2014
08123002020,10,<3,<3,CO,2014
08123002021,3,<3,<3,CO,2014
08123002101,189,<3,<3,CO,2014
08123002102,124,5,<3,CO,2014
08123002103,29,<3,<3,CO,2014
08123002203,6,<3,<3,CO,2014
08123002204,4,<3,<3,CO,2014
08123002205,49,3,<3,CO,2014
08123002206,22,<3,<3,CO,2014
08123002207,12,<3,<3,CO,2014
08123002208,26,<3,<3,CO,2014
08123002209,<3,<3,<3,CO,2014
08123002210,4,<3,<3,CO,2014
08123002300,83,5,<3,CO,2014
08123002501,70,4,<3,CO,2014
